Nyckel;Miltal;MY;Kaross;Drift;Märke;Modell;Pris;Dragkrok;Batteristorlek
4488;4700;2022;SUV;4;Audi;E-tron;549900;1;87
4489;9100;2021;SUV;4;Audi;E-tron;499900;1;87
4490;1;2025;SUV;2;Mercedes-Benz;EQA;569400;0;71
4491;4057;2021;Halvkombi;2;Nissan;Leaf;199900;0;59
4492;3997;2023;SUV;4;Tesla;Model Y;429800;0;75
4493;17321;2015;Sedan;4;Tesla;Model S;269800;0;81
4494;0;2025;SUV;4;Kia;EV6;577000;1;84
4495;3304;2022;Halvkombi;2;Volkswagen;ID.3;284900;0;58
4496;7618;2021;SUV;4;Audi;E-tron;429800;1;87
4497;0;2025;SUV;2;Nissan;Ariya;554200;0;63
4498;950;2024;SUV;4;Mercedes-Benz;EQE;809900;0;91
4499;4900;2022;Sedan;2;Polestar;2;339900;0;78
4500;676;2024;SUV;2;Volvo;XC40;439000;0;79
4501;6274;2021;SUV;2;MG;ZS;249900;0;70
4502;0;2025;Yrkesfordon;2;Nissan;Townstar;388950;0;45
4503;2972;2024;Familjebuss;4;Kia;EV9;789001;0;100
4504;4016;2022;SUV;2;Kia;EV6;409900;0;77
4505;2927;2022;SUV;2;Hyundai;Kona;211900;0;39
4506;5595;2022;Sedan;2;Polestar;2;316900;0;64
4507;6212;2022;Sedan;2;Polestar;2;294700;0;64
4508;0;2024;SUV;2;Volvo;C40;569900;0;79
4509;0;2024;SUV;2;Volvo;XC40;529900;0;79
4510;10467;2021;Sedan;2;Tesla;Model 3;259500;1;55
4511;9415;2021;Sedan;4;Tesla;Model 3;284500;0;75
4512;900;2024;SUV;4;Audi;Q8;629900;0;89
4513;1775;2024;Sedan;4;BMW;i5;859000;1;81
4514;13311;2022;SUV;4;Volkswagen;ID.4;299500;1;77
4515;6274;2022;SUV;2;Skoda;Enyaq;378000;0;80
4516;4120;2022;SUV;2;Kia;EV6;389900;0;77
4517;0;2024;SUV;4;Hyundai;Ioniq 5;621700;0;77
4518;0;2025;Halvkombi;2;Hyundai;Inster;349900;0;49
4519;0;2025;Halvkombi;2;Hyundai;Inster;349900;0;49
4520;0;2025;SUV;2;Hyundai;Kona;427800;0;48
4521;0;2024;SUV;4;Hyundai;Ioniq 5;618700;0;77
4522;8192;2020;Sedan;2;Hyundai;Ioniq;199000;0;38
4523;3143;2022;Halvkombi;2;Volkswagen;ID.3;289900;0;58
4524;8898;2022;Sedan;4;Polestar;2;399000;0;78
4525;800;2024;SUV;2;Toyota;bZ4X;459900;1;71
4526;165;2024;SUV;4;Mercedes-Benz;EQA;499800;1;67
4527;4165;2022;SUV;4;MG;Marvel R;289900;0;70
4528;0;2025;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;662750;1;77
4529;0;2024;Sedan;2;Volkswagen;ID.7;599900;0;77
4530;4400;2023;SUV;4;Tesla;Model Y;399000;1;75
4531;1884;2023;Familjebuss;2;Volkswagen;ID.Buzz;509000;0;77
4532;12625;2019;Sedan;4;Tesla;Model 3;239400;0;74
4533;10649;2014;Halvkombi;2;Renault;Zoe;68500;0;22
4534;2146;2021;Halvkombi;2;Fiat;500e;189900;0;42
4535;2500;2022;SUV;2;MG;ZS;249900;0;70
4536;2262;2024;SUV;4;Mercedes-Benz;EQB;489900;0;67
4537;8731;2022;SUV;2;BMW;iX3;464700;0;74
4538;5089;2022;SUV;2;MG;ZS;244900;0;70
4539;0;2024;SUV;2;Mini;Countryman;577100;0;65
4540;2300;2023;SUV;4;Skoda;Enyaq;519800;0;82
4541;5012;2019;Halvkombi;2;Renault;Zoe;119900;0;41
4542;1;2025;Halvkombi;2;Kia;EV3;473331;1;81
4543;8709;2015;Familjebuss;2;Renault;Kangoo;100000;0;33
4544;5991;2022;SUV;2;Kia;e-Niro;289900;0;64
4545;0;2025;SUV;4;Kia;EV6;699000;0;84
4546;7751;2022;SUV;4;Kia;EV6;469000;1;77
4547;4805;2024;SUV;2;Volvo;XC40;459000;1;79
4548;3604;2023;SUV;2;Volkswagen;ID.4;359900;1;77
4549;2921;2024;Halvkombi;4;Volvo;EX30;429900;0;64
4550;4555;2023;SUV;2;Volkswagen;ID.4;394900;1;77
4551;11038;2021;SUV;4;Volvo;XC40;339000;0;79
4552;2568;2024;SUV;2;Volvo;XC40;499800;1;79
4553;498;2024;SUV;2;BMW;iX3;639000;0;74
4554;8884;2017;Sedan;4;Tesla;Model S;334900;0;73
4555;1480;2022;SUV;2;Kia;EV6;429900;1;77
4556;5938;2022;SUV;2;Volvo;XC40;369000;1;67
4557;341;2024;Halvkombi;2;Volvo;EX30;429000;0;64
4558;5390;2023;SUV;2;Volvo;C40;368000;1;79
4559;640;2025;Halvkombi;4;Volvo;EX30;518000;0;64
4560;4268;2023;SUV;2;Volvo;XC40;368000;0;67
4561;3621;2023;SUV;2;Volvo;XC40;369000;0;67
4562;2671;2023;SUV;2;Kia;Niro;368000;0;65
4563;1425;2024;Familjebuss;4;Kia;EV9;749300;1;100
4564;990;2022;Halvkombi;2;MG;MG4;249900;1;64
4565;3258;2022;Halvkombi;2;DS;DS3 Crossback;279000;0;50
4566;0;2024;Cab;4;MG;Cyberster;859890;0;77
4567;1656;2023;SUV;2;Kia;EV6;435900;0;77
4568;2842;2023;SUV;4;Nissan;Ariya;524900;0;87
4569;2144;2023;SUV;4;Volkswagen;ID.4;459900;1;77
4570;890;2024;Halvkombi;2;Volkswagen;ID.3;389900;0;58
4571;4284;2022;Sedan;4;Tesla;Model 3;358800;0;75
4572;7314;2022;SUV;2;Volvo;XC40;324900;0;67
4573;0;2025;Sedan;2;Volkswagen;ID.7;549900;1;77
4574;975;2024;SUV;4;Cupra;Tavascan;619000;0;77
4575;5700;2022;SUV;4;Tesla;Model Y;440000;0;75
4576;9207;2021;SUV;2;Ford;Mustang;329900;0;75
4577;1450;2023;Halvkombi;2;Audi;Q4;499000;1;77
4578;871;2025;SUV;4;Polestar;3;949000;0;107
4579;0;2024;Halvkombi;4;Volvo;EX30;499500;0;64
4580;2358;2023;SUV;2;Kia;Niro;399500;0;65
4581;1551;2024;SUV;2;Volvo;XC40;509900;1;79
4582;979;2024;Halvkombi;2;Volvo;EX30;419900;0;64
4583;1889;2024;SUV;4;Volvo;XC40;499900;1;79
4584;516;2025;SUV;2;Volvo;EX40;539900;0;79
4585;3515;2022;Halvkombi;2;Cupra;Born;279900;0;58
4586;10;2023;Yrkesfordon;2;Toyota;Proace;439900;0;75
4587;10;2023;Yrkesfordon;2;Toyota;Proace;498750;0;75
4588;3500;2021;Halvkombi;2;Fiat;500e;149900;0;42
4589;0;2024;SUV;2;Renault;Scénic;598500;0;87
4590;1699;2024;SUV;2;Hyundai;Kona;438900;1;65
4591;4048;2021;SUV;2;Kia;e-Niro;249500;0;64
4592;0;2024;Yrkesfordon;2;Mercedes-Benz;eVito;661250;0;60
4593;3900;2023;Sedan;4;Tesla;Model 3;419000;0;75
4594;18679;2014;Sedan;2;Tesla;Model S;229900;0;81
4595;11400;2021;SUV;2;BMW;iX3;399000;0;74
4596;2296;2023;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;509900;0;77
4597;16337;2021;Halvkombi;2;Volkswagen;ID.3;179900;0;58
4598;1;2024;Yrkesfordon;2;Renault;Trafic;569900;1;52
4599;2589;2022;Halvkombi;2;Renault;Zoe;173000;0;52
4600;2082;2023;SUV;4;BMW;iX1;499500;0;65
4601;9579;2022;SUV;4;Ford;Mustang;419900;0;91
4602;7671;2021;Yrkesfordon;2;Nissan;e-NV200;154900;0;40
4603;2;2024;Halvkombi;4;Volvo;EX30;499500;0;64
4604;0;2025;SUV;4;BMW;iX1;658000;1;65
4605;16498;2022;SUV;2;Skoda;Enyaq;259500;1;80
4606;6567;2022;SUV;4;Audi;E-tron;449000;0;87
4607;0;2025;SUV;4;Kia;EV6;665400;0;84
4608;4175;2022;Halvkombi;2;Renault;Zoe;164900;0;52
4609;3322;2024;SUV;4;Volvo;XC40;499900;1;79
4610;2809;2023;SUV;2;Volvo;XC40;379900;0;67
4611;2082;2023;Halvkombi;2;Nissan;Leaf;208800;0;40
4612;2100;2023;Halvkombi;2;Nissan;Leaf;259900;0;59
4613;3685;2023;Sedan;2;BMW;i4;599900;1;81
4614;890;2025;Kombi;4;BMW;i5;1049900;1;81
4615;708;2024;SUV;4;BMW;iX1;499500;1;65
4616;0;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
4617;1393;2023;Halvkombi;2;Nissan;Leaf;259900;0;59
4618;200;2023;Kombi;2;MG;MG5;289900;0;61
4619;1600;2024;SUV;4;Ford;Mustang;609900;0;91
4620;1600;2024;SUV;4;Ford;Mustang;609900;0;91
4621;0;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
4622;2025;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
4623;1282;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
4624;457;2023;Halvkombi;2;Nissan;Leaf;204800;0;40
4625;2270;2023;Halvkombi;2;Nissan;Leaf;259900;0;59
4626;2068;2023;Halvkombi;2;Nissan;Leaf;208800;0;40
4627;490;2023;Yrkesfordon;2;Ford;E-Transit;499875;0;67
4628;0;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
4629;1862;2022;Halvkombi;2;BMW;i3;249900;0;42
4630;4435;2022;Halvkombi;2;Nissan;Leaf;179900;0;40
4631;4319;2022;Halvkombi;2;Nissan;Leaf;179900;0;40
4632;1660;2024;Halvkombi;2;Nissan;Leaf;208800;0;40
4633;0;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
4634;1197;2023;Halvkombi;2;Nissan;Leaf;209900;0;40
4635;3681;2022;SUV;2;Ford;Mustang;369900;0;75
4636;2000;2023;Halvkombi;2;Nissan;Leaf;194800;0;40
4637;1975;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
4638;724;2023;Halvkombi;2;Nissan;Leaf;204800;0;40
4639;1400;2023;Halvkombi;2;Nissan;Leaf;214800;0;40
4640;3000;2022;Halvkombi;2;MG;MG4;268800;0;64
4641;6100;2020;SUV;2;MG;ZS;149900;0;44
4642;5920;2021;SUV;2;MG;ZS;149900;0;44
4643;1300;2025;Sedan;4;BMW;i4;839900;0;81
4644;0;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
4645;5002;2022;SUV;2;Ford;Mustang;360000;0;75
4646;3450;2022;SUV;2;MG;Marvel R;289900;0;70
4647;5970;2021;SUV;2;MG;ZS;149900;0;44
4648;950;2025;SUV;2;Ford;Capri;528700;0;77
4649;950;2023;Halvkombi;4;MG;MG4;359900;0;64
4650;0;2025;SUV;2;Ford;Capri;543600;0;77
4651;4385;2022;SUV;4;MG;Marvel R;294800;0;70
4652;3537;2023;Halvkombi;2;Nissan;Leaf;204900;0;40
4653;2540;2023;Halvkombi;2;Nissan;Leaf;208800;0;40
4654;10430;2019;Halvkombi;2;Nissan;Leaf;149900;0;40
4655;4640;2020;SUV;2;Hyundai;Kona;244900;0;64
4656;990;2024;Kombi;2;BMW;i5;799900;1;81
4657;11031;2019;SUV;2;Hyundai;Kona;200000;0;64
4658;4480;2021;SUV;4;Ford;Mustang;369900;0;75
4659;4320;2021;SUV;2;Ford;Mustang;399800;0;91
4660;4047;2022;Halvkombi;2;BMW;i3;239500;0;42
4661;0;2023;SUV;2;MG;ZS;334990;0;70
4662;1830;2023;Halvkombi;2;Nissan;Leaf;198800;1;40
4663;1790;2024;SUV;4;BMW;iX1;569900;1;65
4664;890;2024;SUV;4;BMW;iX2;579900;1;65
4665;1340;2023;Halvkombi;2;Nissan;Leaf;214800;0;40
4666;1500;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
4667;7869;2022;SUV;2;MG;ZS;229800;0;70
4668;1678;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
4669;1500;2023;Halvkombi;2;Nissan;Leaf;208800;0;40
4670;2200;2023;Halvkombi;2;Nissan;Leaf;194800;0;40
4671;3100;2023;Halvkombi;2;Nissan;Leaf;194800;0;40
4672;5554;2022;SUV;4;MG;Marvel R;289900;0;70
4673;1760;2023;SUV;4;Volkswagen;ID.4;479900;0;77
4674;940;2024;SUV;4;Kia;EV6;569000;0;77
4675;1220;2022;Halvkombi;2;Volkswagen;ID.3;309900;0;58
4676;15885;2020;SUV;4;Tesla;Model X;420000;0;95
4677;0;2025;Sedan;4;Porsche;Taycan;1726700;0;97
4678;2632;2022;SUV;2;Kia;e-Niro;294900;0;64
4679;3841;2022;SUV;2;Kia;e-Niro;279900;0;64
4680;2618;2022;SUV;2;MG;ZS;249900;0;70
4681;6470;2021;SUV;4;Ford;Mustang;359900;0;75
4682;5032;2022;SUV;2;Kia;e-Niro;269900;0;64
4683;14250;2021;Sedan;4;Tesla;Model 3;249900;0;75
4684;7523;2021;Sedan;4;Tesla;Model 3;299000;0;75
4685;2507;2023;Sedan;4;Tesla;Model 3;409000;0;75
4686;2504;2022;Halvkombi;2;Nissan;Leaf;192000;0;40
4687;2855;2022;Halvkombi;2;Nissan;Leaf;189000;0;40
4688;4287;2022;Sedan;2;Polestar;2;315000;0;64
4689;4907;2022;Sedan;2;Tesla;Model 3;329000;0;60
4690;9036;2020;Sedan;2;Tesla;Model 3;245000;0;55
4691;10576;2022;Sedan;4;Polestar;2;309000;1;78
4692;4552;2022;SUV;2;Skoda;Enyaq;335000;1;80
4693;2227;2022;Halvkombi;2;Nissan;Leaf;226000;0;59
4694;4686;2022;Sedan;2;Polestar;2;299000;0;64
4695;5396;2022;Halvkombi;2;Renault;Zoe;149800;0;52
4696;3376;2023;Coupé;2;Volkswagen;ID.5;349500;1;77
4697;6295;2022;SUV;2;Mercedes-Benz;EQA;325000;1;70
4698;733;2024;SUV;2;Renault;Scénic;519000;0;87
4699;5596;2022;SUV;4;Kia;EV6;459900;1;77
4700;19999;2020;SUV;4;Tesla;Model X;319000;0;95
4701;219;2023;Yrkesfordon;2;Mercedes-Benz;eCitan;329000;1;45
4702;1000;2024;Halvkombi;2;Renault;Mégane;399000;0;60
4703;2750;2022;SUV;2;MG;Marvel R;289900;0;70
4704;2884;2021;Halvkombi;2;Fiat;500e;179900;0;42
4705;0;2023;Yrkesfordon;2;BYD;ETP3;222400;0;50
4706;4396;2023;SUV;2;Audi;Q4;429000;1;77
4707;1000;2024;SUV;2;Volkswagen;ID.4;479900;1;77
4708;0;2025;Halvkombi;2;Cupra;Born;591900;0;79
4709;2311;2020;Småbil;2;Skoda;Citigo;129900;0;37
4710;2988;2024;SUV;4;Mercedes-Benz;EQA;479000;0;67
4711;3975;2023;SUV;2;Skoda;Enyaq;419000;1;80
4712;400;2024;SUV;2;BYD;Seal;498700;0;82
4713;3975;2023;SUV;2;Nissan;Ariya;444000;0;87
4714;21895;2018;Sedan;4;Tesla;Model S;265000;0;95
4715;5234;2020;Halvkombi;2;Nissan;Leaf;139800;0;40
4716;8533;2019;Sedan;2;Hyundai;Ioniq;139900;0;28
4717;4722;2020;SUV;4;Audi;E-tron;339900;0;65
4718;4628;2022;Sedan;2;Polestar;2;319000;0;64
4719;2290;2022;SUV;4;Mercedes-Benz;EQA;414900;0;66
4720;4642;2020;Kombi;2;BMW;iX3;449900;0;74
4721;3850;2022;SUV;2;Kia;EV6;439900;0;77
4722;4263;2021;SUV;2;Kia;e-Niro;269900;0;64
4723;7042;2022;SUV;4;Skoda;Enyaq;422900;1;80
4724;5752;2022;SUV;2;Kia;e-Niro;269900;0;64
4725;4125;2022;SUV;4;Volkswagen;ID.4;399000;1;77
4726;5544;2023;SUV;4;Kia;EV6;474900;1;77
4727;1;2025;SUV;2;Toyota;bZ4X;469900;0;71
4728;0;2024;SUV;2;Hyundai;Ioniq 5;595600;0;77
4729;974;2024;SUV;2;Renault;Scénic;519900;0;87
4730;0;2024;Yrkesfordon;2;Mercedes-Benz;eVito;498750;0;60
4731;503;2025;SUV;4;Mercedes-Benz;EQB;489900;0;67
4732;3975;2022;SUV;2;Volkswagen;ID.4;344900;0;77
4733;6100;2022;Halvkombi;2;Volkswagen;ID.3;249000;0;58
4734;165;2024;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;619900;1;77
4735;6705;2022;SUV;2;Kia;e-Niro;269900;0;64
4736;1230;2025;Sedan;2;Porsche;Taycan;995000;0;84
4737;2630;2022;Yrkesfordon;2;Citroën;e-Berlingo;409900;0;50
4738;0;2025;SUV;4;Cupra;Tavascan;663900;0;77
4739;0;2024;SUV;4;Cupra;Tavascan;688900;0;77
4740;0;2025;SUV;4;Porsche;Macan;1168200;0;95
4741;0;2025;SUV;4;Porsche;Macan;1296500;1;95
4742;0;2024;SUV;2;Renault;Scénic;474900;0;60
4743;0;2023;Halvkombi;2;MG;MG4;249900;0;51
4744;2598;2022;Kombi;2;MG;MG5;229900;0;61
4745;5230;2022;Sedan;2;Tesla;Model 3;339900;0;60
4746;0;2025;Kombi;2;BMW;i5;779100;1;81
4747;55;2023;Halvkombi;4;Audi;E-tron;995000;0;85
4748;749;2024;Familjebuss;4;Kia;EV9;789000;1;100
4749;5580;2022;Sedan;2;Polestar;2;314900;0;78
4750;2750;2023;SUV;2;Volvo;XC40;385000;0;67
4751;16900;2021;Sedan;4;Polestar;2;279900;1;78
4752;3418;2022;Sedan;2;Tesla;Model 3;329000;0;60
4753;1050;2023;SUV;2;Mercedes-Benz;EQS;979000;1;108
4754;5523;2018;Halvkombi;2;Renault;Zoe;114800;0;41
4755;1945;2023;SUV;2;Kia;Niro;329800;0;65
4756;3175;2022;SUV;2;Kia;e-Niro;309900;0;64
4757;3225;2022;SUV;2;Maxus;Euniq 6;279900;0;70
4758;1277;2024;SUV;2;Volvo;C40;479500;1;79
4759;358;2024;Sedan;4;Mercedes-Benz;EQE;839000;0;96
4760;2412;2023;Sedan;4;XPENG;P7;449900;0;83
4761;13917;2019;Halvkombi;2;Nissan;Leaf;159900;0;59
4762;370;2025;Halvkombi;2;Hyundai;Inster;299900;0;49
4763;593;2025;SUV;2;Volvo;EX40;499500;0;79
4764;6610;2022;Sedan;2;Polestar;2;357900;0;78
4765;2167;2021;Halvkombi;2;Mazda;MX-30;164900;0;30
4766;6043;2021;SUV;4;Tesla;Model Y;381900;0;75
4767;4940;2021;Halvkombi;2;Fiat;500e;179000;0;42
4768;2465;2023;SUV;4;Jaguar;I-Pace;599000;0;90
4769;0;2025;Halvkombi;2;Renault;5;349900;0;40
4770;0;2025;Halvkombi;2;Renault;5;409900;0;52
4771;0;2024;SUV;2;Renault;Scénic;606700;0;87
4772;9493;2022;SUV;4;Tesla;Model Y;344800;0;75
4773;0;2025;SUV;4;Porsche;Macan;1293500;1;95
4774;2886;2022;SUV;2;MG;ZS;254900;0;70
4775;4963;2021;SUV;4;Tesla;Model Y;373900;1;75
4776;3999;2022;Halvkombi;2;MG;MG4;257800;0;64
4777;3018;2022;SUV;2;Kia;e-Niro;299900;0;64
4778;6006;2022;SUV;2;Kia;e-Niro;269900;0;64
4779;7303;2022;SUV;2;Kia;e-Niro;269900;0;64
4780;4064;2022;Halvkombi;2;Citroën;e-C4;221900;0;50
4781;3200;2020;SUV;2;Peugeot;e-2008;229000;0;50
4782;4505;2022;Halvkombi;2;Renault;Zoe;179000;0;52
4783;2689;2021;SUV;4;Mercedes-Benz;EQC;549000;1;80
4784;1950;2022;SUV;4;Mercedes-Benz;EQB;419000;0;67
4785;750;2024;SUV;4;Kia;EV6;639000;0;84
4786;8737;2021;SUV;4;Tesla;Model Y;358700;0;75
4787;1000;2022;Halvkombi;2;Opel;Corsa-e;249000;0;50
4788;2000;2023;SUV;2;Opel;Mokka-E;359000;0;50
4789;8300;2022;SUV;4;Volkswagen;ID.4;349900;0;77
4790;4338;2023;Halvkombi;2;Cupra;Born;279900;0;58
4791;4520;2022;SUV;2;Kia;e-Niro;264000;0;64
4792;3447;2021;SUV;2;Peugeot;e-2008;194900;0;50
4793;7920;2023;Coupé;4;Skoda;Enyaq;419900;0;82
4794;1070;2024;SUV;2;BMW;iX3;599000;0;74
4795;1065;2023;SUV;2;Honda;e:Ny1;380000;0;69
4796;3590;2023;Sedan;4;Tesla;Model 3;399000;0;75
4797;7728;2021;SUV;4;Audi;E-tron;429000;0;87
4798;9961;2022;SUV;4;Audi;E-tron;439000;0;87
4799;3146;2021;Halvkombi;2;Opel;Corsa-e;199900;0;50
4800;4456;2021;SUV;2;Kia;e-Niro;279900;0;64
4801;5115;2022;SUV;2;Kia;e-Niro;279900;0;64
4802;2662;2022;SUV;2;MG;Marvel R;299900;0;70
4803;0;2025;Sedan;2;Mazda;6e;532900;0;69
4804;2833;2020;Sedan;4;Porsche;Taycan;849800;0;84
4805;5945;2022;SUV;2;Kia;e-Niro;269900;0;64
4806;0;2025;Sedan;2;Mazda;6e;499500;0;69
4807;4330;2022;SUV;2;Kia;e-Niro;309900;0;64
4808;0;2025;Sedan;2;Mazda;6e;508400;0;69
4809;7170;2022;SUV;4;Skoda;Enyaq;419900;1;80
4810;1981;2024;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;569900;1;77
4811;10879;2018;Halvkombi;2;Volkswagen;E-golf;149900;1;35
4812;0;2025;SUV;2;Volvo;EC40;614900;0;79
4813;0;2025;Kombi;4;Volkswagen;ID.7;710500;1;86
4814;120;2024;Yrkesfordon;2;Renault;Trafic;597000;1;52
4815;3110;2023;SUV;2;Skoda;Enyaq;474900;1;80
4816;6056;2022;SUV;2;Ford;Mustang;379000;0;91
4817;1252;2023;Coupé;2;Volkswagen;ID.5;439900;0;77
4818;10763;2021;SUV;4;Tesla;Model Y;320000;0;75
4819;6415;2021;SUV;4;Audi;E-tron;459000;1;87
4820;3372;2023;Halvkombi;2;Nissan;Leaf;218000;0;40
4821;4875;2022;SUV;2;Kia;e-Niro;279900;0;64
4822;4990;2020;Sedan;2;Tesla;Model 3;285000;0;55
4823;3942;2021;SUV;2;MG;ZS;249900;0;70
4824;400;2024;Sedan;4;BMW;i5;899900;0;81
4825;9572;2021;SUV;4;Tesla;Model Y;356900;0;75
4826;8154;2022;SUV;4;Audi;E-tron;484900;1;87
4827;0;2023;Kombi;2;MG;MG5;299990;0;61
4828;10610;2023;Sedan;4;Polestar;2;379900;0;78
4829;999;2024;SUV;4;BYD;Tang;699900;0;109
4830;3100;2022;SUV;2;BYD;Atto 3;289900;0;60
4831;4799;2022;Halvkombi;2;Volkswagen;ID.3;238800;0;58
4832;5345;2022;SUV;2;Volvo;XC40;339500;1;67
4833;4900;2021;SUV;2;Ford;Mustang;329900;0;75
4834;350;2021;Yrkesfordon;2;Opel;Combo-E;364500;0;50
4835;20;2023;Yrkesfordon;2;Peugeot;e-Partner;421700;0;50
4836;2129;2023;SUV;2;Volkswagen;ID.4;339000;0;77
4837;7482;2022;Sedan;2;Polestar;2;289000;0;64
4838;1015;2024;Familjebuss;2;Volkswagen;ID.Buzz;629900;0;77
4839;2294;2023;Sedan;4;Porsche;Taycan;979900;0;84
4840;3956;2020;SUV;2;Kia;e-Niro;249900;0;64
4841;1491;2022;SUV;2;Maxus;Euniq 6;264900;0;70
4842;45;2025;Halvkombi;2;Cupra;Born;398900;0;58
4843;6312;2022;SUV;2;Volvo;XC40;359900;0;67
4844;2806;2023;SUV;2;Kia;EV6;439900;1;77
4845;1;2023;Yrkesfordon;2;Ford;E-Transit;499875;0;67
4846;450;2024;Kombi;2;BMW;iX3;598700;0;74
4847;1889;2023;Halvkombi;2;Nissan;Leaf;209700;0;40
4848;515;2023;Halvkombi;2;Nissan;Leaf;299000;0;40
4849;18400;2013;Sedan;2;Tesla;Model S;160000;0;81
4850;3460;2022;Halvkombi;2;Nissan;Leaf;228000;0;40
4851;3695;2022;Halvkombi;2;Nissan;Leaf;228000;0;40
4852;1904;2022;Halvkombi;2;Nissan;Leaf;198000;0;40
4853;685;2023;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;649000;1;77
4854;5300;2022;SUV;4;Skoda;Enyaq;409900;1;80
4855;9970;2022;SUV;2;Volkswagen;ID.4;284900;1;77
4856;6943;2023;SUV;4;Volvo;C40;439900;1;79
4857;656;2025;Kombi;2;Volkswagen;ID.7;689900;1;77
4858;192;2022;Yrkesfordon;2;Toyota;Proace;279900;0;50
4859;1696;2021;Halvkombi;2;Peugeot;e-208;184800;0;50
4860;8400;2021;Sedan;2;Tesla;Model 3;269000;0;55
4861;1791;2023;Halvkombi;2;Nissan;Leaf;209900;0;40
4862;1;2025;Sedan;4;Mercedes-Benz;EQS;1293900;0;118
4863;1;2025;SUV;4;Mercedes-Benz;EQE;844700;0;91
4864;5034;2022;Halvkombi;2;Mini;Cooper;229000;0;29
4865;0;2025;SUV;2;Mercedes-Benz;EQA;549900;0;71
4866;0;2023;SUV;2;MG;ZS;327490;0;70
4867;4978;2021;Halvkombi;2;Citroën;e-C4;194900;0;50
4868;10435;2022;SUV;2;Skoda;Enyaq;356900;1;80
4869;2974;2023;SUV;2;Opel;Mokka-E;245900;0;50
4870;11415;2019;Sedan;4;Tesla;Model 3;233900;0;74
4871;400;2025;Halvkombi;2;Kia;EV3;389900;0;58
4872;1336;2023;SUV;4;Volkswagen;ID.4;449000;1;77
4873;3361;2023;SUV;4;Volkswagen;ID.4;479900;0;77
4874;3414;2023;SUV;4;Lexus;RZ;499000;0;64
4875;4821;2023;SUV;4;Volkswagen;ID.4;429500;0;77
4876;382;2024;SUV;2;Kia;Niro;369000;0;65
4877;4400;2022;SUV;2;Volkswagen;ID.4;349900;1;77
4878;3050;2022;SUV;4;Skoda;Enyaq;429900;1;80
4879;562;2024;SUV;4;Porsche;Macan;1019000;1;95
4880;4125;2023;SUV;2;Volvo;C40;409900;0;79
4881;841;2023;Halvkombi;2;Cupra;Born;324900;0;58
4882;3308;2022;SUV;4;Ford;Mustang;399800;1;75
4883;8557;2022;SUV;2;BMW;iX3;559000;0;74
4884;375;2022;Familjebuss;2;Mercedes-Benz;EQV;539000;0;90
4885;12700;2020;Sedan;4;Tesla;Model 3;254800;1;74
4886;4500;2022;SUV;2;Skoda;Enyaq;459900;0;80
4887;6780;2019;Yrkesfordon;2;Renault;Kangoo;134000;0;33
4888;12970;2022;SUV;4;Tesla;Model Y;324500;1;75
4889;3878;2022;SUV;4;Kia;EV6;479900;0;77
4890;6499;2022;SUV;4;Mercedes-Benz;EQB;458699;0;67
4891;0;2025;SUV;2;Renault;Scénic;574900;0;87
4892;1700;2023;SUV;2;BYD;Atto 3;299900;0;60
4893;4816;2022;SUV;2;Kia;e-Niro;299900;0;64
4894;2507;2022;SUV;2;Kia;e-Niro;279900;0;64
4895;0;2024;SUV;4;Cupra;Tavascan;692900;0;77
4896;18700;2015;Sedan;4;Tesla;Model S;219900;0;67
4897;2173;2023;SUV;4;Kia;EV6;479000;0;77
4898;1;2023;Halvkombi;2;Opel;Corsa-e;259500;0;50
4899;0;2025;SUV;2;Volvo;EC40;599000;0;79
4900;8802;2019;Yrkesfordon;2;Renault;Kangoo;99000;0;44
4901;1912;2023;Halvkombi;2;Mini;Cooper;214500;0;29
4902;1500;2024;Sedan;2;BMW;i5;699900;0;81
4903;1180;2024;Sedan;2;BMW;i4;569900;0;81
4904;0;2023;Kombi;2;MG;MG5;299990;0;61
4905;6400;2022;SUV;2;MG;ZS;239900;0;70
4906;5722;2022;SUV;4;Kia;EV6;459000;0;77
4907;290;2024;Familjebuss;2;Volkswagen;ID.Buzz;629900;1;77
4908;5320;2022;SUV;2;MG;ZS;244900;0;70
4909;4500;2021;SUV;2;Opel;Mokka-E;219900;0;50
4910;3128;2021;SUV;2;Kia;e-Niro;289900;0;64
4911;0;2025;Sedan;2;Mazda;6e;499500;0;69
4912;5515;2022;SUV;2;Kia;e-Niro;274900;0;64
4913;1;2025;Familjebuss;4;Kia;EV9;877900;1;100
4914;18600;2019;Sedan;4;Tesla;Model 3;197000;0;74
