Nyckel;Miltal;MY;Kaross;Drift;Märke;Modell;Pris;Dragkrok;Batteristorlek
4059;53;2025;SUV;2;Volvo;EC40;509000;0;79
4060;4304;2021;SUV;2;Lexus;UX;299900;0;45
4061;2343;2023;SUV;4;Toyota;bZ4X;459900;0;71
4062;18535;2020;Småbil;2;SEAT;Mii;99800;0;37
4063;18662;2016;Sedan;4;Tesla;Model S;395000;0;73
4064;0;2025;Halvkombi;2;Kia;EV3;517900;0;81
4065;3200;2022;SUV;4;Tesla;Model Y;499000;0;75
4066;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
4067;90;2024;SUV;2;Audi;Q4;569000;0;59
4068;4490;2021;SUV;4;Audi;E-tron;488900;1;87
4069;1590;2020;Sedan;4;Porsche;Taycan;1199000;0;84
4070;1240;2024;SUV;2;Kia;Niro;399900;0;65
4071;2000;2024;SUV;4;Volvo;C40;499900;0;79
4072;2780;2023;SUV;2;Volvo;XC40;379900;0;67
4073;1991;2021;Halvkombi;2;DS;DS3 Crossback;209900;0;50
4074;380;2025;Halvkombi;2;Cupra;Born;439000;0;58
4075;16212;2018;Sedan;4;Tesla;Model S;299800;0;95
4076;5600;2021;SUV;2;Kia;e-Niro;269000;0;64
4077;1960;2023;Halvkombi;2;Nissan;Leaf;219700;0;40
4078;1200;2023;SUV;4;Mercedes-Benz;EQB;499000;0;67
4079;0;2025;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;651625;1;77
4080;950;2024;Halvkombi;2;Volvo;EX30;385000;0;64
4081;0;2025;SUV;2;Volvo;EX40;579900;0;79
4082;3924;2022;Halvkombi;2;Cupra;Born;279900;0;58
4083;5520;2021;Sedan;4;Porsche;Taycan;795000;0;84
4084;4445;2023;Sedan;4;Porsche;Taycan;975000;0;84
4085;3550;2024;SUV;2;Volvo;XC40;469000;1;79
4086;4031;2023;Halvkombi;2;Cupra;Born;279900;0;58
4087;2242;2023;Halvkombi;2;Cupra;Born;294900;0;58
4088;2665;2022;SUV;2;Volvo;XC40;369800;0;67
4089;3688;2023;SUV;4;BMW;iX;729900;0;105
4090;731;2024;SUV;2;Renault;Scénic;519000;0;87
4091;3384;2022;Halvkombi;2;Renault;Zoe;167000;0;52
4092;931;2023;Familjebuss;2;Renault;Kangoo;359900;0;45
4093;2150;2025;SUV;2;Volvo;EC40;489000;0;79
4094;3212;2022;Halvkombi;2;Renault;Zoe;167000;0;52
4095;100;2023;SUV;2;BYD;Atto 3;304000;0;60
4096;2566;2022;Halvkombi;2;Renault;Zoe;169000;0;52
4097;965;2025;SUV;4;Volvo;EC40;659900;1;79
4098;2300;2024;SUV;2;Peugeot;e-3008;494800;1;73
4099;4496;2022;SUV;2;Kia;e-Niro;269900;0;64
4100;13564;2016;Sedan;4;Tesla;Model S;324900;0;86
4101;0;2024;SUV;4;Ford;Explorer;579900;1;78
4102;4325;2021;SUV;2;MG;ZS;249900;0;70
4103;12619;2020;SUV;2;Kia;e-Niro;209900;0;64
4104;3511;2022;Halvkombi;2;Opel;Corsa-e;184900;0;50
4105;0;2026;SUV;2;Mercedes-Benz;EQB;599400;0;71
4106;0;2026;SUV;2;Mercedes-Benz;EQA;569400;0;71
4107;11949;2021;Halvkombi;2;Volkswagen;ID.3;206900;0;58
4108;8155;2021;Halvkombi;2;Nissan;Leaf;149900;0;40
4109;1275;2023;Halvkombi;2;Nissan;Leaf;229900;0;40
4110;4540;2022;SUV;2;Kia;e-Niro;299900;0;64
4111;1700;2022;Coupé;4;Volkswagen;ID.5;649000;0;77
4112;1198;2023;Sedan;4;Tesla;Model S;929900;1;95
4113;450;2025;SUV;2;Opel;Grandland;569900;0;73
4114;3400;2023;SUV;4;Toyota;bZ4X;384900;0;71
4115;968;2024;SUV;2;Hyundai;Kona;449000;0;65
4116;6469;2022;SUV;4;Mercedes-Benz;EQB;419800;0;67
4117;1580;2020;Yrkesfordon;2;Volkswagen;e-Caddy;139500;1;37
4118;220;2024;Yrkesfordon;2;Peugeot;E-expert;512500;0;75
4119;4439;2022;SUV;2;Kia;e-Niro;299900;0;64
4120;6595;2022;SUV;2;Volvo;XC40;354900;0;67
4121;1664;2024;SUV;2;Volvo;C40;429000;0;79
4122;4570;2023;SUV;4;Volkswagen;ID.4;429500;0;77
4123;3838;2021;Halvkombi;2;Fiat;500e;134800;0;42
4124;8450;2023;SUV;4;Audi;E-tron;519000;1;87
4125;5150;2021;SUV;4;Ford;Mustang;459900;0;91
4126;995;2025;SUV;4;Porsche;Macan;989000;1;95
4127;0;2025;Kombi;2;Audi;A6;1009200;1;95
4128;5890;2021;SUV;2;Volkswagen;ID.4;339000;0;77
4129;6410;2022;SUV;4;Kia;EV6;435300;1;77
4130;7650;2019;Yrkesfordon;2;Nissan;e-NV200;129900;0;40
4131;12800;2015;Sedan;4;Tesla;Model S;299900;0;81
4132;5600;2020;Halvkombi;2;Volkswagen;E-golf;199000;0;35
4133;500;2024;Coupé;4;Lotus;Emeya;1299000;1;99
4134;0;2024;Coupé;4;Lotus;Emeya;1849900;1;99
4135;1;2024;Coupé;4;Lotus;Eletre;1149900;1;109
4136;5731;2022;SUV;2;Ford;Mustang;369900;0;91
4137;3600;2022;Halvkombi;2;Mini;Cooper;199000;0;29
4138;4917;2022;SUV;4;Audi;E-tron;569900;0;87
4139;12221;2018;Halvkombi;2;Renault;Zoe;99900;0;41
4140;1285;2025;SUV;4;BMW;iX1;589000;0;65
4141;1985;2024;Halvkombi;2;Volvo;EX30;409900;0;64
4142;793;2024;Halvkombi;2;Volvo;EX30;369900;0;64
4143;552;2025;Sedan;2;Polestar;2;549000;0;78
4144;3173;2024;SUV;2;Volvo;XC40;479000;1;79
4145;2743;2024;SUV;4;Volvo;XC40;499000;1;79
4146;6594;2023;SUV;2;Volvo;XC40;399900;1;67
4147;1693;2022;Familjebuss;2;Citroën;e-Berlingo;289900;0;50
4148;0;2025;SUV;2;Volvo;EX40;574900;0;79
4149;0;2025;SUV;2;Volvo;EX40;599900;0;79
4150;4975;2023;SUV;2;Tesla;Model Y;349000;1;60
4151;5740;2023;Halvkombi;2;Kia;e-Soul;259900;0;64
4152;0;2023;SUV;4;Ford;Mustang;599900;0;91
4153;1;2023;Yrkesfordon;2;Ford;E-Transit;499875;0;67
4154;1700;2024;Coupé;4;Volkswagen;ID.5;599800;0;77
4155;1030;2023;Coupé;4;Volkswagen;ID.5;499800;0;77
4156;3590;2021;Halvkombi;2;Fiat;500e;189900;0;42
4157;5556;2020;Halvkombi;2;Opel;Corsa-e;149900;0;50
4158;0;2024;SUV;2;Kia;Niro;521900;0;65
4159;9942;2021;SUV;2;Volkswagen;ID.4;321900;1;77
4160;1800;2022;Halvkombi;2;Nissan;Leaf;189900;0;40
4161;0;2024;Coupé;4;XPENG;G6;619900;0;88
4162;1000;2024;SUV;4;XPENG;G9;842435;1;93
4163;1000;2024;Coupé;4;XPENG;G6;590500;0;88
4164;5309;2022;Halvkombi;2;Volkswagen;ID.3;249900;0;58
4165;820;2023;SUV;4;Lexus;RZ;564900;0;64
4166;5400;2020;SUV;2;Peugeot;e-2008;199900;0;50
4167;4800;2021;SUV;2;Volkswagen;ID.4;379900;1;77
4168;1400;2023;SUV;2;Ford;Mustang;469000;1;91
4169;4870;2022;Halvkombi;2;Renault;Zoe;175000;0;52
4170;10172;2020;Halvkombi;2;Renault;Zoe;149000;0;52
4171;9023;2014;Halvkombi;2;BMW;i3;120000;0;22
4172;5775;2022;Halvkombi;2;Renault;Zoe;179900;0;52
4173;9458;2020;Halvkombi;2;Renault;Zoe;144900;0;52
4174;9000;2019;SUV;4;Tesla;Model X;499000;0;95
4175;2049;2023;Halvkombi;2;Nissan;Leaf;228000;0;40
4176;0;2025;Coupé;2;Polestar;4;692000;0;94
4177;7300;2021;Yrkesfordon;2;Peugeot;E-expert;229900;0;75
4178;16500;2018;Sedan;2;Hyundai;Ioniq;134900;0;28
4179;250;2023;Yrkesfordon;2;Toyota;Proace;399900;0;50
4180;1662;2023;Yrkesfordon;2;Toyota;Proace;389900;1;75
4181;25;2024;Sedan;2;Porsche;Taycan;895000;0;84
4182;0;2025;Yrkesfordon;2;Mercedes-Benz;eCitan;499750;0;45
4183;1750;2024;SUV;4;BMW;iX2;579000;1;65
4184;1636;2023;SUV;2;BMW;iX3;559000;0;74
4185;950;2024;SUV;4;BMW;iX2;599000;0;65
4186;1387;2023;SUV;4;BMW;iX1;479000;0;65
4187;935;2024;SUV;4;BMW;iX1;519000;0;65
4188;1465;2024;Sedan;2;BMW;i5;699000;0;81
4189;0;2025;Yrkesfordon;2;Nissan;Townstar;443000;0;45
4190;1597;2023;SUV;2;Opel;Mokka-E;329900;0;50
4191;4147;2023;SUV;4;Toyota;bZ4X;399900;0;71
4192;1255;2023;SUV;4;Skoda;Enyaq;495500;1;80
4193;4690;2022;SUV;2;Kia;e-Niro;279900;1;64
4194;4064;2021;Halvkombi;2;Kia;e-Soul;249900;1;64
4195;3904;2022;SUV;2;Kia;e-Niro;299900;1;64
4196;0;2025;SUV;4;Kia;EV6;733300;0;84
4197;1976;2021;SUV;2;Kia;e-Niro;299900;0;64
4198;7458;2022;SUV;2;Kia;e-Niro;259900;1;64
4199;5818;2022;SUV;2;Kia;e-Niro;279900;1;64
4200;8937;2022;SUV;2;Kia;e-Niro;259900;1;64
4201;4410;2022;SUV;2;Kia;e-Niro;279900;1;64
4202;5710;2022;SUV;2;Kia;e-Niro;269900;1;64
4203;5473;2022;SUV;2;Kia;e-Niro;279900;1;64
4204;7804;2022;SUV;2;Kia;EV6;369900;1;77
4205;6991;2022;SUV;4;Tesla;Model Y;389900;1;75
4206;4014;2022;SUV;2;Kia;e-Niro;299900;0;64
4207;5838;2022;SUV;2;Kia;e-Niro;269900;0;64
4208;7115;2022;SUV;2;Kia;e-Niro;269900;1;64
4209;3742;2022;SUV;2;Kia;e-Niro;299900;0;64
4210;5791;2022;SUV;2;Kia;e-Niro;269900;1;64
4211;4374;2022;SUV;2;Kia;e-Niro;279900;1;64
4212;3273;2022;SUV;2;Kia;e-Niro;299900;1;64
4213;1681;2022;SUV;2;Audi;Q4;359900;0;52
4214;5143;2022;SUV;2;Kia;e-Niro;279900;0;64
4215;8616;2022;SUV;2;Kia;EV6;369900;1;77
4216;4034;2022;SUV;2;Kia;e-Niro;299900;1;64
4217;5955;2022;SUV;2;Kia;e-Niro;269900;0;64
4218;6114;2022;SUV;2;Kia;e-Niro;269900;1;64
4219;12322;2022;SUV;4;Kia;EV6;409900;0;77
4220;8002;2022;SUV;2;Kia;EV6;369900;1;77
4221;1541;2023;SUV;4;Volvo;XC40;519900;0;79
4222;4410;2022;SUV;2;Kia;e-Niro;309900;0;64
4223;4325;2022;SUV;2;Kia;e-Niro;299900;1;64
4224;6057;2022;SUV;2;Kia;EV6;389900;0;77
4225;11881;2022;SUV;4;Kia;EV6;409900;1;77
4226;7003;2019;SUV;2;Hyundai;Kona;229900;0;64
4227;5258;2021;SUV;2;Kia;e-Niro;279900;0;64
4228;1500;2024;Familjebuss;4;Kia;EV9;819900;0;100
4229;4814;2021;SUV;2;Kia;e-Niro;279900;0;64
4230;4130;2021;SUV;2;Kia;e-Niro;279900;1;64
4231;5862;2021;SUV;2;Kia;e-Niro;289900;1;64
4232;2365;2023;Halvkombi;2;Kia;e-Soul;309900;1;64
4233;4479;2021;SUV;2;Kia;e-Niro;299900;1;64
4234;4854;2021;Halvkombi;2;Kia;e-Soul;209900;1;39
4235;3827;2021;SUV;2;Kia;e-Niro;279900;0;64
4236;5489;2021;SUV;2;Kia;e-Niro;269900;1;64
4237;2718;2023;SUV;2;Kia;Niro;369900;0;65
4238;2951;2024;SUV;2;Kia;Niro;419900;0;65
4239;4358;2022;SUV;4;Ford;Mustang;469900;0;91
4240;6322;2022;Halvkombi;2;Kia;e-Soul;259900;1;64
4241;2700;2024;SUV;2;Volvo;XC40;425000;0;79
4242;3171;2024;SUV;2;Volvo;C40;399900;1;79
4243;798;2024;SUV;2;Volvo;C40;414900;1;79
4244;805;2022;Yrkesfordon;2;Maxus;e-Deliver 3;219900;1;50
4245;1653;2024;Halvkombi;2;Volvo;EX30;384300;0;64
4246;11800;2022;SUV;4;Volkswagen;ID.4;324900;1;77
4247;5403;2021;SUV;2;Skoda;Enyaq;394500;0;80
4248;1305;2023;Kombi;4;Audi;Q4;559000;1;77
4249;4984;2023;SUV;2;Skoda;Enyaq;429500;0;80
4250;204;2023;Yrkesfordon;2;Mercedes-Benz;eVito;623750;0;60
4251;950;2023;SUV;2;Volkswagen;ID.4;419000;0;77
4252;10200;2019;SUV;2;Hyundai;Kona;209000;0;64
4253;500;2022;Halvkombi;2;Citroën;e-C4;309900;0;50
4254;195;2025;Halvkombi;2;Kia;EV3;379300;0;58
4255;4467;2024;SUV;4;Volvo;C40;454900;1;79
4256;6425;2019;SUV;2;Hyundai;Kona;254800;0;64
4257;6007;2022;SUV;4;Volkswagen;ID.4;389000;0;77
4258;10146;2020;SUV;2;Hyundai;Kona;219900;0;64
4259;1764;2024;SUV;2;Volvo;C40;459900;1;79
4260;1899;2024;SUV;2;Volvo;XC40;469900;0;79
4261;9506;2021;Yrkesfordon;2;Peugeot;E-expert;289900;1;75
4262;2727;2021;Halvkombi;2;BMW;i3;239900;0;42
4263;1802;2019;Familjebuss;2;Renault;Kangoo;139900;0;33
4264;300;2023;Kombi;2;MG;MG5;287400;0;61
4265;200;2023;SUV;2;MG;ZS;299900;0;70
4266;990;2025;Sedan;4;BMW;i4;879500;1;81
4267;1180;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
4268;18147;2019;Sedan;4;Tesla;Model 3;210000;1;75
4269;5424;2022;SUV;2;Volvo;XC40;369500;0;67
4270;2051;2024;SUV;4;Volvo;C40;494900;1;79
4271;8178;2022;SUV;2;Volvo;XC40;339500;0;67
4272;3192;2021;SUV;4;Volvo;XC40;389500;0;79
4273;4391;2023;SUV;4;Tesla;Model Y;438900;1;75
4274;150;2023;Kombi;2;MG;MG5;289900;0;61
4275;8479;2023;SUV;4;Tesla;Model Y;404800;1;75
4276;899;2023;Sedan;4;BMW;i5;869900;1;81
4277;6606;2021;SUV;2;Mercedes-Benz;EQA;324900;0;70
4278;1984;2023;Coupé;4;Volkswagen;ID.5;479900;1;77
4279;9976;2019;SUV;2;Kia;e-Niro;189500;0;64
4280;3100;2023;Halvkombi;2;Nissan;Leaf;259900;0;59
4281;3994;2023;Sedan;4;Polestar;2;539900;0;78
4282;3358;2022;SUV;2;Audi;Q4;289900;0;52
4283;890;2024;Sedan;2;BMW;i4;649900;1;81
4284;21235;2022;SUV;2;Skoda;Enyaq;229900;0;80
4285;4214;2023;SUV;2;Volvo;XC40;369900;0;67
4286;3318;2023;SUV;2;Volvo;XC40;379900;0;67
4287;3327;2023;SUV;2;Volvo;XC40;369900;0;67
4288;2652;2024;SUV;2;Volvo;C40;449900;0;79
4289;7800;2020;SUV;4;Audi;E-tron;465000;1;87
4290;0;2023;Kombi;2;MG;MG5;289900;0;61
4291;2000;2023;Halvkombi;2;MG;MG4;359900;0;77
4292;1000;2023;SUV;2;MG;ZS;299900;0;70
4293;1224;2021;Halvkombi;2;Renault;Zoe;169400;0;52
4294;8945;2019;Halvkombi;2;Renault;Zoe;108900;0;41
4295;7227;2019;Yrkesfordon;2;Renault;Kangoo;89900;1;33
4296;2903;2018;Yrkesfordon;2;Renault;Kangoo;131900;0;33
4297;10029;2020;SUV;4;Audi;E-tron;390900;0;87
4298;839;2025;Sedan;2;Volkswagen;ID.7;525000;0;77
4299;10768;2022;Sedan;4;Polestar;2;309000;0;78
4300;4984;2022;Sedan;2;Polestar;2;299000;0;64
4301;5948;2022;Sedan;4;Polestar;2;349000;1;78
4302;8875;2021;SUV;2;Ford;Mustang;309000;0;75
4303;3915;2021;Sedan;2;Tesla;Model 3;295000;0;55
4304;4898;2022;SUV;2;Volvo;XC40;335000;1;67
4305;5135;2021;Sedan;2;Tesla;Model 3;265000;0;55
4306;4976;2022;SUV;2;Volkswagen;ID.4;359000;1;77
4307;9091;2019;Halvkombi;2;Nissan;Leaf;169000;0;59
4308;4019;2022;Halvkombi;2;Nissan;Leaf;199000;0;59
4309;4541;2022;Sedan;4;Polestar;2;355000;0;78
4310;3865;2022;SUV;2;Audi;Q4;385000;0;77
4311;3005;2022;Halvkombi;2;Nissan;Leaf;229000;0;59
4312;3865;2022;Halvkombi;2;Nissan;Leaf;229000;0;59
4313;605;2024;Halvkombi;2;Renault;Mégane;419000;0;60
4314;3213;2021;SUV;2;BMW;iX3;458700;0;74
4315;1150;2024;SUV;4;Audi;Q4;549900;1;77
4316;5573;2022;Sedan;2;Tesla;Model 3;299000;0;60
4317;4503;2022;SUV;4;Tesla;Model Y;395000;0;75
4318;7242;2022;Sedan;2;Polestar;2;279000;1;64
4319;6233;2022;Sedan;2;Tesla;Model 3;299000;0;60
4320;4462;2023;SUV;4;Tesla;Model Y;448000;0;75
4321;5789;2021;SUV;2;MG;Marvel R;269900;0;70
4322;0;2025;Kombi;2;Audi;A6;971400;1;95
4323;3307;2022;SUV;2;Audi;Q4;529000;1;77
4324;2516;2023;SUV;2;Skoda;Enyaq;399000;0;80
4325;2800;2023;SUV;2;Volkswagen;ID.4;459000;1;77
4326;1974;2024;Sedan;2;Volkswagen;ID.7;529500;0;77
4327;4490;2021;SUV;2;Kia;e-Niro;304900;0;64
4328;5863;2021;SUV;2;Kia;e-Niro;269900;0;64
4329;520;2022;Sedan;2;Mercedes-Benz;EQS;799900;0;91
4330;3637;2021;SUV;2;BMW;iX3;459900;1;74
4331;10500;2022;Kombi;4;Audi;Q4;407900;1;77
4332;10220;2019;SUV;4;Jaguar;I-Pace;299900;0;90
4333;700;2023;SUV;2;DFSK;Seres 3;199000;0;53
4334;0;2025;Halvkombi;4;Audi;A6;980700;1;95
4335;7300;2021;Halvkombi;2;Volkswagen;ID.3;232900;1;58
4336;1797;2022;SUV;2;Volkswagen;ID.4;354900;0;77
4337;9075;2021;Sedan;4;Tesla;Model 3;299900;0;75
4338;0;2025;SUV;2;Ford;Explorer;469900;0;77
4339;0;2026;SUV;4;Mercedes-Benz;EQB;619400;0;67
4340;6118;2022;SUV;4;Ford;Mustang;399900;0;75
4341;1;2026;SUV;4;Mercedes-Benz;EQE;937750;0;96
4342;2650;2023;Halvkombi;2;Nissan;Leaf;209900;0;40
4343;5976;2021;Halvkombi;2;Nissan;Leaf;154900;0;40
4344;4116;2022;Kombi;2;MG;MG5;224900;0;61
4345;4889;2021;SUV;2;MG;Marvel R;269900;0;70
4346;2540;2022;Kombi;2;MG;MG5;229900;0;61
4347;1700;2022;SUV;4;Mercedes-Benz;EQB;449000;0;67
4348;7860;2019;Halvkombi;2;Nissan;Leaf;149900;0;40
4349;0;2023;Kombi;2;MG;MG5;289900;0;61
4350;9341;2019;Sedan;2;Tesla;Model 3;242900;1;55
4351;2850;2022;SUV;2;Opel;Mokka-E;219900;0;50
4352;2639;2023;SUV;4;Volvo;C40;486900;1;79
4353;9025;2022;Sedan;2;Polestar;2;297900;0;64
4354;4497;2022;SUV;4;Hyundai;Ioniq 5;425900;0;72
4355;3908;2023;SUV;2;Volkswagen;ID.4;363900;1;77
4356;1063;2023;Halvkombi;2;MG;MG4;299900;0;51
4357;2431;2022;SUV;2;Kia;e-Niro;294000;0;64
4358;8887;2022;SUV;2;Kia;e-Niro;239000;0;64
4359;6320;2020;Sedan;4;Tesla;Model S;399000;1;95
4360;300;2024;Halvkombi;2;Cupra;Born;369900;0;58
4361;5950;2023;Halvkombi;2;Cupra;Born;279900;0;58
4362;2668;2022;Halvkombi;2;Cupra;Born;274900;0;58
4363;0;2025;Halvkombi;2;Citroën;e-C3;349900;0;44
4364;18400;2017;SUV;4;Tesla;Model X;314900;1;95
4365;2800;2022;SUV;2;Opel;Mokka-E;199000;0;50
4366;1500;2024;SUV;4;Audi;Q6;949900;0;95
4367;0;2025;SUV;2;Ford;Explorer;511900;0;77
4368;4485;2022;SUV;2;Kia;e-Niro;264200;1;64
4369;0;2024;SUV;2;Ford;Explorer;594700;0;77
4370;1950;2024;SUV;4;Audi;Q4;569000;1;77
4371;1500;2024;SUV;4;Cupra;Tavascan;599900;1;77
4372;6900;2020;SUV;4;Audi;E-tron;289000;1;65
4373;4423;2022;SUV;4;Volkswagen;ID.4;414900;1;77
4374;5458;2021;Halvkombi;2;Mazda;MX-30;160000;0;30
4375;0;2025;SUV;2;Volvo;EX40;569900;0;79
4376;9400;2019;Sedan;2;Hyundai;Ioniq;154900;0;28
4377;2694;2022;Halvkombi;2;Renault;Zoe;189900;0;52
4378;6016;2022;Halvkombi;2;Renault;Zoe;164900;0;52
4379;3026;2022;Halvkombi;2;Renault;Zoe;179900;0;52
4380;2425;2022;Halvkombi;2;Renault;Zoe;189900;0;52
4381;5888;2022;Halvkombi;2;Renault;Zoe;174000;0;52
4382;38;2025;SUV;4;Volvo;EC40;559900;0;79
4383;463;2025;Halvkombi;2;Volvo;EX30;439500;0;64
4384;4;2025;Halvkombi;4;Volvo;EX30;459900;0;64
4385;129;2024;Halvkombi;2;Volvo;EX30;389900;0;64
4386;1;2025;Halvkombi;2;Volvo;EX30;429900;0;64
4387;1;2024;Yrkesfordon;2;Toyota;Proace;499875;0;75
4388;250;2023;Yrkesfordon;2;Toyota;Proace;329900;1;75
4389;6517;2021;SUV;2;Hyundai;Kona;189900;0;39
4390;6040;2023;Sedan;2;Polestar;2;319900;0;64
4391;0;2025;SUV;4;Kia;EV6;715300;0;84
4392;7287;2022;Sedan;4;Tesla;Model 3;299000;1;75
4393;10;2025;Familjebuss;2;Volkswagen;ID.Buzz;698925;0;77
4394;994;2024;SUV;2;BMW;iX3;599700;0;74
4395;2550;2023;Halvkombi;2;Volkswagen;ID.3;325000;0;58
4396;2800;2021;Småbil;2;Volkswagen;e-UP;164900;0;36
4397;1100;2024;SUV;4;Kia;EV6;589900;0;77
4398;1400;2023;SUV;4;Toyota;bZ4X;449900;0;71
4399;700;2024;SUV;2;Skoda;Enyaq;529900;1;82
4400;0;2026;Coupé;4;Skoda;Enyaq;628000;0;82
4401;8205;2020;SUV;2;Kia;e-Niro;228800;0;64
4402;9400;2020;SUV;4;Mercedes-Benz;EQC;369000;1;80
4403;8850;2023;SUV;2;Audi;Q4;389900;0;77
4404;0;2025;Kombi;4;Volkswagen;ID.7;727501;1;86
4405;5996;2022;SUV;4;BMW;iX;719900;0;105
4406;2815;2023;SUV;2;Toyota;bZ4X;429900;0;71
4407;1470;2022;Halvkombi;2;Nissan;Leaf;174500;0;40
4408;7551;2021;SUV;2;Kia;e-Niro;249000;0;64
4409;345;2023;SUV;4;Kia;EV6;579000;0;77
4410;4784;2022;SUV;2;Kia;EV6;469000;0;77
4411;2643;2023;SUV;2;Kia;EV6;439000;1;77
4412;0;2024;Yrkesfordon;2;Nissan;Townstar;360000;1;45
4413;8579;2023;Sedan;2;BMW;i4;479900;1;81
4414;2954;2024;Sedan;4;Polestar;2;549500;0;78
4415;0;2024;Kombi;4;Audi;Q6;949000;0;95
4416;9944;2022;Kombi;4;Audi;E-tron;479000;0;87
4417;9341;2021;Halvkombi;4;Audi;E-tron;449000;0;87
4418;1962;2024;Kombi;4;Audi;Q8;719000;0;106
4419;1974;2023;SUV;2;Volkswagen;ID.4;389900;1;77
4420;1962;2024;Halvkombi;2;Nissan;Leaf;214700;0;40
4421;4100;2023;Sedan;4;Porsche;Taycan;849000;0;84
4422;4476;2022;SUV;2;Kia;e-Niro;277000;0;64
4423;265;2024;SUV;4;Mercedes-Benz;EQB;489900;0;67
4424;460;2024;Sedan;4;Mercedes-Benz;EQE;639000;0;89
4425;4095;2023;SUV;2;Toyota;bZ4X;399900;0;71
4426;0;2023;SUV;2;Volvo;XC40;529900;1;79
4427;8664;2022;Sedan;4;Polestar;2;359800;1;78
4428;4606;2022;Halvkombi;2;Renault;Zoe;197000;0;52
4429;5839;2022;Sedan;4;Porsche;Taycan;785000;0;84
4430;12352;2022;Sedan;2;Tesla;Model 3;265000;0;60
4431;4250;2022;SUV;2;Kia;e-Niro;279900;0;64
4432;598;2024;Sedan;2;Mercedes-Benz;EQE;618900;0;89
4433;0;2026;Coupé;4;Skoda;Enyaq;628000;0;82
4434;5482;2021;Halvkombi;2;Volkswagen;ID.3;239900;0;58
4435;18900;2015;Sedan;2;Tesla;Model S;279900;0;81
4436;7950;2023;Sedan;4;Polestar;2;409500;0;78
4437;0;2024;SUV;2;Volvo;XC40;529900;0;79
4438;0;2024;SUV;2;Volvo;C40;559900;0;79
4439;8200;2021;SUV;2;Kia;e-Niro;228900;0;64
4440;0;2025;SUV;2;Mercedes-Benz;EQA;579100;0;71
4441;5750;2023;SUV;4;Skoda;Enyaq;469900;1;82
4442;0;2025;SUV;2;Skoda;Elroq;424900;1;50
4443;14300;2019;Sedan;2;Tesla;Model 3;199500;1;55
4444;2254;2023;Halvkombi;2;Mini;Cooper;214700;0;29
4445;3986;2022;SUV;2;Kia;e-Niro;279900;1;64
4446;0;2025;Kombi;4;Volkswagen;ID.7;729001;1;86
4447;13000;2012;Halvkombi;2;Nissan;Leaf;45000;0;24
4448;5;2024;Yrkesfordon;2;Toyota;Proace;320000;0;75
4449;134;2024;Halvkombi;2;Volvo;EX30;399900;0;64
4450;1427;2023;SUV;4;Kia;EV6;494800;0;77
4451;4395;2022;SUV;2;Volkswagen;ID.4;359900;1;77
4452;0;2025;SUV;2;Alfa Romeo;Junior;507800;0;54
4453;0;2025;Kombi;4;Volkswagen;ID.7;710500;0;86
4454;2233;2023;SUV;2;Skoda;Enyaq;438900;0;82
4455;1086;2024;SUV;2;BMW;iX3;589700;0;74
4456;5200;2022;SUV;2;Volkswagen;ID.4;319900;0;77
4457;8612;2021;Sedan;4;Polestar;2;348900;1;78
4458;3777;2023;SUV;2;Hyundai;Ioniq 5;420900;1;77
4459;4206;2022;SUV;4;MG;Marvel R;299900;0;70
4460;4296;2023;SUV;2;Kia;EV6;399000;1;77
4461;18;2022;Halvkombi;2;Mazda;MX-30;199900;0;30
4462;2677;2022;Kombi;2;MG;MG5;224900;0;61
4463;2679;2022;Kombi;2;MG;MG5;229900;0;61
4464;6050;2021;Halvkombi;2;Peugeot;e-208;189800;0;50
4465;2461;2022;Halvkombi;2;Peugeot;e-208;174900;0;50
4466;5904;2023;Sedan;2;Polestar;2;339800;0;64
4467;3937;2022;SUV;2;Kia;e-Niro;279000;0;64
4468;5789;2022;SUV;2;Kia;e-Niro;279900;0;64
4469;5220;2022;SUV;2;Kia;e-Niro;314900;1;64
4470;1000;2023;Yrkesfordon;2;Citroën;e-Berlingo;379900;0;50
4471;1250;2024;SUV;2;Peugeot;e-3008;525000;0;73
4472;6000;2020;Sedan;2;Tesla;Model 3;279900;0;55
4473;7559;2022;Sedan;4;Porsche;Taycan;755000;0;84
4474;3860;2021;Sedan;4;Polestar;2;374800;1;78
4475;2105;2022;SUV;2;Audi;Q4;439900;0;77
4476;3830;2024;Sedan;4;BMW;i4;595000;1;81
4477;1;2024;SUV;2;Volvo;C40;589900;0;79
4478;3963;2022;Halvkombi;2;Cupra;Born;264900;0;58
4479;665;2023;Yrkesfordon;2;Nissan;Townstar;248000;0;45
4480;1308;2025;SUV;4;Volvo;EC40;559900;0;79
4481;6601;2015;Småbil;2;Volkswagen;e-UP;80000;0;19
4482;150;2024;Sedan;4;Audi;E-tron;1150000;0;97
4483;6200;2022;SUV;2;Kia;e-Niro;279900;0;64
4484;4426;2020;Halvkombi;2;Fiat;500e;209900;0;42
4485;2337;2022;Kombi;2;MG;MG5;229900;0;61
4486;6168;2021;SUV;4;Ford;Mustang;349900;1;75
4487;4269;2019;Sedan;4;Tesla;Model 3;284900;0;74
